序号,设备名称,设备编码,设备ID,站点名称,站点编码,站点ID,PMS设备编码,温度,主变设备巡视照片路径,主变设备巡视红外照片路径,油温,油位,绕组温度,巡视结果时间,数据来源
26615,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.1,Min 19.2,R03:Max 13.1,Min 19.2,R02:Max 21.3,Min 19.3,℃",,D:/upload/getImage.jpg,,5.702,,2025-10-27 07:00:00,local
26616,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.8,Min 17.1,R03:Max 29.8,Min 17.1,R02:Max 38.0,Min 17.2,℃",,D:/upload/getImage.jpg,,5.89,,2025-10-27 07:30:00,local
26617,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.4,Min 11.0,R03:Max 21.4,Min 11.0,R02:Max 29.6,Min 11.1,℃",,D:/upload/getImage.jpg,,6.23,,2025-10-27 08:00:00,local
26618,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.1,Min 17.5,R03:Max 24.1,Min 17.5,R02:Max 32.3,Min 17.6,℃",,D:/upload/getImage.jpg,,5.999,,2025-10-27 08:30:00,local
26619,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 24.6,Min 14.3,R03:Max 16.6,Min 14.3,R02:Max 24.8,Min 14.4,℃",,D:/upload/getImage.jpg,,6.075,,2025-10-27 09:00:00,local
26620,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.0,Min 10.2,R03:Max 26.0,Min 10.2,R02:Max 34.2,Min 10.3,℃",,D:/upload/getImage.jpg,,5.614,,2025-10-27 09:30:00,local
26621,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.9,Min 15.4,R03:Max 25.9,Min 15.4,R02:Max 34.1,Min 15.5,℃",,D:/upload/getImage.jpg,,5.783,,2025-10-27 10:00:00,local
26622,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.2,Min 15.8,R03:Max 24.2,Min 15.8,R02:Max 32.4,Min 15.9,℃",,D:/upload/getImage.jpg,,5.992,,2025-10-27 10:30:00,local
26623,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.3,Min 13.0,R03:Max 26.3,Min 13.0,R02:Max 34.5,Min 13.1,℃",,D:/upload/getImage.jpg,,6.284,,2025-10-27 11:00:00,local
26624,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.9,Min 10.5,R03:Max 16.9,Min 10.5,R02:Max 25.1,Min 10.6,℃",,D:/upload/getImage.jpg,,5.895,,2025-10-27 11:30:00,local
26625,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.7,Min 17.5,R03:Max 14.7,Min 17.5,R02:Max 22.9,Min 17.6,℃",,D:/upload/getImage.jpg,,6.055,,2025-10-27 12:00:00,local
26626,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.0,Min 16.0,R03:Max 26.0,Min 16.0,R02:Max 34.2,Min 16.1,℃",,D:/upload/getImage.jpg,,6.457,,2025-10-27 12:30:00,local
26627,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.7,Min 14.1,R03:Max 22.7,Min 14.1,R02:Max 30.9,Min 14.2,℃",,D:/upload/getImage.jpg,,6.369,,2025-10-27 13:00:00,local
26628,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.1,Min 10.4,R03:Max 29.1,Min 10.4,R02:Max 37.3,Min 10.5,℃",,D:/upload/getImage.jpg,,6.328,,2025-10-27 13:30:00,local
26629,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 36.6,Min 20.0,R03:Max 28.6,Min 20.0,R02:Max 36.8,Min 20.1,℃",,D:/upload/getImage.jpg,,5.518,,2025-10-27 14:00:00,local
26630,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.3,Min 15.4,R03:Max 14.3,Min 15.4,R02:Max 22.5,Min 15.5,℃",,D:/upload/getImage.jpg,,6.209,,2025-10-27 14:30:00,local
26631,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.8,Min 18.6,R03:Max 24.8,Min 18.6,R02:Max 33.0,Min 18.7,℃",,D:/upload/getImage.jpg,,5.749,,2025-10-27 15:00:00,local
26632,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 27.6,Min 17.9,R03:Max 19.6,Min 17.9,R02:Max 27.8,Min 18.0,℃",,D:/upload/getImage.jpg,,6.186,,2025-10-27 15:30:00,local
26633,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.8,Min 10.0,R03:Max 24.8,Min 10.0,R02:Max 33.0,Min 10.1,℃",,D:/upload/getImage.jpg,,6.367,,2025-10-27 16:00:00,local
26634,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.9,Min 14.6,R03:Max 26.9,Min 14.6,R02:Max 35.1,Min 14.7,℃",,D:/upload/getImage.jpg,,6.411,,2025-10-27 16:30:00,local
26635,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.0,Min 15.6,R03:Max 26.0,Min 15.6,R02:Max 34.2,Min 15.7,℃",,D:/upload/getImage.jpg,,5.851,,2025-10-27 17:00:00,local
26636,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.5,Min 12.3,R03:Max 14.5,Min 12.3,R02:Max 22.7,Min 12.4,℃",,D:/upload/getImage.jpg,,5.622,,2025-10-27 17:30:00,local
26637,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.0,Min 19.7,R03:Max 24.0,Min 19.7,R02:Max 32.2,Min 19.8,℃",,D:/upload/getImage.jpg,,6.401,,2025-10-27 18:00:00,local
26638,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 24.0,Min 19.3,R03:Max 16.0,Min 19.3,R02:Max 24.2,Min 19.4,℃",,D:/upload/getImage.jpg,,6.182,,2025-10-27 18:30:00,local
26639,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 26.2,Min 13.2,R03:Max 18.2,Min 13.2,R02:Max 26.4,Min 13.3,℃",,D:/upload/getImage.jpg,,5.579,,2025-10-27 19:00:00,local
26640,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 33.2,Min 15.2,R03:Max 25.2,Min 15.2,R02:Max 33.4,Min 15.3,℃",,D:/upload/getImage.jpg,,5.574,,2025-10-27 19:30:00,local
26641,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 37.7,Min 11.9,R03:Max 29.7,Min 11.9,R02:Max 37.9,Min 12.0,℃",,D:/upload/getImage.jpg,,5.901,,2025-10-27 20:00:00,local
26642,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 26.4,Min 17.5,R03:Max 18.4,Min 17.5,R02:Max 26.6,Min 17.6,℃",,D:/upload/getImage.jpg,,5.934,,2025-10-27 20:30:00,local
26643,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.3,Min 18.1,R03:Max 15.3,Min 18.1,R02:Max 23.5,Min 18.2,℃",,D:/upload/getImage.jpg,,6.492,,2025-10-27 21:00:00,local
26644,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 37.3,Min 10.4,R03:Max 29.3,Min 10.4,R02:Max 37.5,Min 10.5,℃",,D:/upload/getImage.jpg,,6.08,,2025-10-27 21:30:00,local
26645,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.7,Min 15.4,R03:Max 31.7,Min 15.4,R02:Max 39.9,Min 15.5,℃",,D:/upload/getImage.jpg,,6.282,,2025-10-27 22:00:00,local
26646,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 39.2,Min 11.6,R03:Max 31.2,Min 11.6,R02:Max 39.4,Min 11.7,℃",,D:/upload/getImage.jpg,,5.925,,2025-10-27 22:30:00,local
26647,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 21.8,Min 19.2,R03:Max 13.8,Min 19.2,R02:Max 22.0,Min 19.3,℃",,D:/upload/getImage.jpg,,6.087,,2025-10-27 23:00:00,local
26648,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 34.5,Min 10.6,R03:Max 26.5,Min 10.6,R02:Max 34.7,Min 10.7,℃",,D:/upload/getImage.jpg,,5.948,,2025-10-27 23:30:00,local
26649,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 24.6,Min 18.2,R03:Max 16.6,Min 18.2,R02:Max 24.8,Min 18.3,℃",,D:/upload/getImage.jpg,,5.922,,2025-10-28 00:00:00,local
26650,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.6,Min 10.0,R03:Max 15.6,Min 10.0,R02:Max 23.8,Min 10.1,℃",,D:/upload/getImage.jpg,,5.764,,2025-10-28 00:30:00,local
26651,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.6,Min 12.1,R03:Max 24.6,Min 12.1,R02:Max 32.8,Min 12.2,℃",,D:/upload/getImage.jpg,,5.952,,2025-10-28 01:00:00,local
26652,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.0,Min 18.0,R03:Max 14.0,Min 18.0,R02:Max 22.2,Min 18.1,℃",,D:/upload/getImage.jpg,,5.922,,2025-10-28 01:30:00,local
26653,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.9,Min 10.8,R03:Max 17.9,Min 10.8,R02:Max 26.1,Min 10.9,℃",,D:/upload/getImage.jpg,,5.725,,2025-10-28 02:00:00,local
26654,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.7,Min 13.6,R03:Max 14.7,Min 13.6,R02:Max 22.9,Min 13.7,℃",,D:/upload/getImage.jpg,,5.865,,2025-10-28 02:30:00,local
26655,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.5,Min 19.5,R03:Max 29.5,Min 19.5,R02:Max 37.7,Min 19.6,℃",,D:/upload/getImage.jpg,,6.131,,2025-10-28 03:00:00,local
26656,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.1,Min 16.9,R03:Max 23.1,Min 16.9,R02:Max 31.3,Min 17.0,℃",,D:/upload/getImage.jpg,,6.225,,2025-10-28 03:30:00,local
26657,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.3,Min 13.1,R03:Max 17.3,Min 13.1,R02:Max 25.5,Min 13.2,℃",,D:/upload/getImage.jpg,,6.298,,2025-10-28 04:00:00,local
26658,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.0,Min 10.2,R03:Max 24.0,Min 10.2,R02:Max 32.2,Min 10.3,℃",,D:/upload/getImage.jpg,,6.038,,2025-10-28 04:30:00,local
26659,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 30.1,Min 11.3,R03:Max 22.1,Min 11.3,R02:Max 30.3,Min 11.4,℃",,D:/upload/getImage.jpg,,6.053,,2025-10-28 05:00:00,local
26660,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.5,Min 18.4,R03:Max 25.5,Min 18.4,R02:Max 33.7,Min 18.5,℃",,D:/upload/getImage.jpg,,6.122,,2025-10-28 05:30:00,local
26661,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.7,Min 10.7,R03:Max 14.7,Min 10.7,R02:Max 22.9,Min 10.8,℃",,D:/upload/getImage.jpg,,6.25,,2025-10-28 06:00:00,local
26662,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.5,Min 14.8,R03:Max 23.5,Min 14.8,R02:Max 31.7,Min 14.9,℃",,D:/upload/getImage.jpg,,6.277,,2025-10-28 06:30:00,local
26663,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.3,Min 18.2,R03:Max 17.3,Min 18.2,R02:Max 25.5,Min 18.3,℃",,D:/upload/getImage.jpg,,5.694,,2025-10-28 07:00:00,local
26664,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.0,Min 17.3,R03:Max 29.0,Min 17.3,R02:Max 37.2,Min 17.4,℃",,D:/upload/getImage.jpg,,5.922,,2025-10-28 07:30:00,local
26665,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 22.8,Min 10.4,R03:Max 14.8,Min 10.4,R02:Max 23.0,Min 10.5,℃",,D:/upload/getImage.jpg,,6.457,,2025-10-28 08:00:00,local
26666,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 34.0,Min 10.8,R03:Max 26.0,Min 10.8,R02:Max 34.2,Min 10.9,℃",,D:/upload/getImage.jpg,,6.427,,2025-10-28 08:30:00,local
26667,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.1,Min 18.3,R03:Max 14.1,Min 18.3,R02:Max 22.3,Min 18.4,℃",,D:/upload/getImage.jpg,,5.565,,2025-10-28 09:00:00,local
26668,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 33.5,Min 19.0,R03:Max 25.5,Min 19.0,R02:Max 33.7,Min 19.1,℃",,D:/upload/getImage.jpg,,6.2,,2025-10-28 09:30:00,local
26669,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.3,Min 19.4,R03:Max 31.3,Min 19.4,R02:Max 39.5,Min 19.5,℃",,D:/upload/getImage.jpg,,5.752,,2025-10-28 10:00:00,local
26670,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 33.3,Min 13.3,R03:Max 25.3,Min 13.3,R02:Max 33.5,Min 13.4,℃",,D:/upload/getImage.jpg,,5.55,,2025-10-28 10:30:00,local
26671,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.5,Min 16.0,R03:Max 27.5,Min 16.0,R02:Max 35.7,Min 16.1,℃",,D:/upload/getImage.jpg,,5.954,,2025-10-28 11:00:00,local
26672,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.3,Min 19.1,R03:Max 13.3,Min 19.1,R02:Max 21.5,Min 19.2,℃",,D:/upload/getImage.jpg,,5.76,,2025-10-28 11:30:00,local
26673,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 24.8,Min 11.6,R03:Max 16.8,Min 11.6,R02:Max 25.0,Min 11.7,℃",,D:/upload/getImage.jpg,,5.948,,2025-10-28 12:00:00,local
26674,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 28.2,Min 13.7,R03:Max 20.2,Min 13.7,R02:Max 28.4,Min 13.8,℃",,D:/upload/getImage.jpg,,5.561,,2025-10-28 12:30:00,local
26675,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 28.2,Min 19.5,R03:Max 20.2,Min 19.5,R02:Max 28.4,Min 19.6,℃",,D:/upload/getImage.jpg,,5.795,,2025-10-28 13:00:00,local
26676,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 36.3,Min 12.5,R03:Max 28.3,Min 12.5,R02:Max 36.5,Min 12.6,℃",,D:/upload/getImage.jpg,,6.04,,2025-10-28 13:30:00,local
26677,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.6,Min 19.9,R03:Max 17.6,Min 19.9,R02:Max 25.8,Min 20.0,℃",,D:/upload/getImage.jpg,,6.494,,2025-10-28 14:00:00,local
26678,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.7,Min 19.5,R03:Max 14.7,Min 19.5,R02:Max 22.9,Min 19.6,℃",,D:/upload/getImage.jpg,,5.589,,2025-10-28 14:30:00,local
26679,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.0,Min 12.1,R03:Max 19.0,Min 12.1,R02:Max 27.2,Min 12.2,℃",,D:/upload/getImage.jpg,,5.643,,2025-10-28 15:00:00,local
26680,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.3,Min 18.9,R03:Max 26.3,Min 18.9,R02:Max 34.5,Min 19.0,℃",,D:/upload/getImage.jpg,,6.015,,2025-10-28 15:30:00,local
26681,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 37.4,Min 15.9,R03:Max 29.4,Min 15.9,R02:Max 37.6,Min 16.0,℃",,D:/upload/getImage.jpg,,6.049,,2025-10-28 16:00:00,local
26682,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.7,Min 16.8,R03:Max 19.7,Min 16.8,R02:Max 27.9,Min 16.9,℃",,D:/upload/getImage.jpg,,5.607,,2025-10-28 16:30:00,local
26683,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.8,Min 11.8,R03:Max 26.8,Min 11.8,R02:Max 35.0,Min 11.9,℃",,D:/upload/getImage.jpg,,5.782,,2025-10-28 17:00:00,local
26684,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 26.3,Min 14.2,R03:Max 18.3,Min 14.2,R02:Max 26.5,Min 14.3,℃",,D:/upload/getImage.jpg,,5.509,,2025-10-28 17:30:00,local
26685,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 28.4,Min 19.9,R03:Max 20.4,Min 19.9,R02:Max 28.6,Min 20.0,℃",,D:/upload/getImage.jpg,,5.927,,2025-10-28 18:00:00,local
26686,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.2,Min 12.3,R03:Max 26.2,Min 12.3,R02:Max 34.4,Min 12.4,℃",,D:/upload/getImage.jpg,,5.78,,2025-10-28 18:30:00,local
26687,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.4,Min 17.7,R03:Max 25.4,Min 17.7,R02:Max 33.6,Min 17.8,℃",,D:/upload/getImage.jpg,,6.086,,2025-10-28 19:00:00,local
26688,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.5,Min 15.3,R03:Max 27.5,Min 15.3,R02:Max 35.7,Min 15.4,℃",,D:/upload/getImage.jpg,,6.491,,2025-10-28 19:30:00,local
26689,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.0,Min 15.9,R03:Max 27.0,Min 15.9,R02:Max 35.2,Min 16.0,℃",,D:/upload/getImage.jpg,,5.917,,2025-10-28 20:00:00,local
26690,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.9,Min 17.4,R03:Max 16.9,Min 17.4,R02:Max 25.1,Min 17.5,℃",,D:/upload/getImage.jpg,,5.68,,2025-10-28 20:30:00,local
26691,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 36.4,Min 17.0,R03:Max 28.4,Min 17.0,R02:Max 36.6,Min 17.1,℃",,D:/upload/getImage.jpg,,6.387,,2025-10-28 21:00:00,local
26692,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 24.9,Min 16.6,R03:Max 16.9,Min 16.6,R02:Max 25.1,Min 16.7,℃",,D:/upload/getImage.jpg,,6.174,,2025-10-28 21:30:00,local
26693,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 38.6,Min 17.5,R03:Max 30.6,Min 17.5,R02:Max 38.8,Min 17.6,℃",,D:/upload/getImage.jpg,,6.245,,2025-10-28 22:00:00,local
26694,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 25.5,Min 13.1,R03:Max 17.5,Min 13.1,R02:Max 25.7,Min 13.2,℃",,D:/upload/getImage.jpg,,5.702,,2025-10-28 22:30:00,local
26695,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 22.7,Min 12.3,R03:Max 14.7,Min 12.3,R02:Max 22.9,Min 12.4,℃",,D:/upload/getImage.jpg,,5.907,,2025-10-28 23:00:00,local
26696,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 26.4,Min 11.1,R03:Max 18.4,Min 11.1,R02:Max 26.6,Min 11.2,℃",,D:/upload/getImage.jpg,,5.568,,2025-10-28 23:30:00,local
26697,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.6,Min 14.5,R03:Max 29.6,Min 14.5,R02:Max 37.8,Min 14.6,℃",,D:/upload/getImage.jpg,,5.502,,2025-10-29 00:00:00,local
26698,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 30.9,Min 15.8,R03:Max 22.9,Min 15.8,R02:Max 31.1,Min 15.9,℃",,D:/upload/getImage.jpg,,5.935,,2025-10-29 00:30:00,local
26699,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.5,Min 19.0,R03:Max 14.5,Min 19.0,R02:Max 22.7,Min 19.1,℃",,D:/upload/getImage.jpg,,5.634,,2025-10-29 01:00:00,local
26700,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 33.3,Min 18.6,R03:Max 25.3,Min 18.6,R02:Max 33.5,Min 18.7,℃",,D:/upload/getImage.jpg,,5.772,,2025-10-29 01:30:00,local
26701,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 30.0,Min 15.3,R03:Max 22.0,Min 15.3,R02:Max 30.2,Min 15.4,℃",,D:/upload/getImage.jpg,,5.614,,2025-10-29 02:00:00,local
26702,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 23.1,Min 10.1,R03:Max 15.1,Min 10.1,R02:Max 23.3,Min 10.2,℃",,D:/upload/getImage.jpg,,5.522,,2025-10-29 02:30:00,local
26703,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 30.3,Min 17.3,R03:Max 22.3,Min 17.3,R02:Max 30.5,Min 17.4,℃",,D:/upload/getImage.jpg,,6.468,,2025-10-29 03:00:00,local
26704,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 21.4,Min 16.9,R03:Max 13.4,Min 16.9,R02:Max 21.6,Min 17.0,℃",,D:/upload/getImage.jpg,,6.166,,2025-10-29 03:30:00,local
26705,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.8,Min 16.1,R03:Max 17.8,Min 16.1,R02:Max 26.0,Min 16.2,℃",,D:/upload/getImage.jpg,,5.876,,2025-10-29 04:00:00,local
26706,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 26.6,Min 12.8,R03:Max 18.6,Min 12.8,R02:Max 26.8,Min 12.9,℃",,D:/upload/getImage.jpg,,5.754,,2025-10-29 04:30:00,local
26707,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.5,Min 11.6,R03:Max 15.5,Min 11.6,R02:Max 23.7,Min 11.7,℃",,D:/upload/getImage.jpg,,5.723,,2025-10-29 05:00:00,local
26708,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.1,Min 11.0,R03:Max 21.1,Min 11.0,R02:Max 29.3,Min 11.1,℃",,D:/upload/getImage.jpg,,6.106,,2025-10-29 05:30:00,local
26709,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.7,Min 11.1,R03:Max 29.7,Min 11.1,R02:Max 37.9,Min 11.2,℃",,D:/upload/getImage.jpg,,5.769,,2025-10-29 06:00:00,local
26710,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.1,Min 13.5,R03:Max 27.1,Min 13.5,R02:Max 35.3,Min 13.6,℃",,D:/upload/getImage.jpg,,6.041,,2025-10-29 06:30:00,local
26711,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.0,Min 19.5,R03:Max 31.0,Min 19.5,R02:Max 39.2,Min 19.6,℃",,D:/upload/getImage.jpg,,6.126,,2025-10-29 07:00:00,local
26712,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 25.1,Min 14.3,R03:Max 17.1,Min 14.3,R02:Max 25.3,Min 14.4,℃",,D:/upload/getImage.jpg,,5.546,,2025-10-29 07:30:00,local
26713,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 26.9,Min 14.7,R03:Max 18.9,Min 14.7,R02:Max 27.1,Min 14.8,℃",,D:/upload/getImage.jpg,,6.012,,2025-10-29 08:00:00,local
26714,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.0,Min 13.8,R03:Max 14.0,Min 13.8,R02:Max 22.2,Min 13.9,℃",,D:/upload/getImage.jpg,,5.934,,2025-10-29 08:30:00,local
